ID	Hind	Tube	Üldpind	Seisukord	Ehitusaasta	Aadress	Aasta
2053578	15000	3	87	Vajab renoveerimist	1870	Teeveere Magari Kanepi vald Põlvamaa	2013
2053582	77000	5	140	Valmis	1995	Tondi Konguta Konguta vald Tartumaa	2013
2053603	129900	4	189.7	Uus	2005	Sipelga Räni Ülenurme vald Tartumaa	2013
2053615	108300	NA	46.8	Valmis	2008	Maarjakase Kuku Rapla vald Raplamaa	2013
2053627	399000	6	275.9	NA	2012	Risti 13a Nõmme Tallinn Harjumaa	2013
2053662	99999	6	202	Renoveeritud	1960	Uus-Sauga 14a Pärnu Pärnumaa	2013
2053667	15000	4	122	Vajab renoveerimist	1913	Kupataja Noorma Rannu vald Tartumaa	2013
2053734	3240	1	29.2	Vajab renoveerimist	1945	Õie tn. 1 Kilingi-Nõmme Saarde vald Pärnumaa	2013
2053736	155000	4	140	Valmis	2003	Saluheina tee 30 Maardu Harjumaa	2013
2053738	175000	NA	132	NA	2003	Hommiku tee 40 Tabasalu Harku vald Harjumaa	2013
2053740	250000	4	170	NA	1938	Kadaka 49 Nõmme Tallinn Harjumaa	2013
2053747	289000	7	280	Renoveeritud	1994	Puhkekodu 12 Pirita Tallinn Harjumaa	2013
2053770	175000	4	217.9	NA	2003	Päikese Märja Tähtvere vald Tartumaa	2013
2053777	82400	6	370	NA	1991	Marja Elva Tartumaa	2013
2053803	75000	3	166.3	Uus	1993	Sauevälja tee Viti Harku vald Harjumaa	2013
2053826	89000	4	97.9	Valmis	2004	Tammiku 22 Uusküla Jõelähtme vald Harjumaa	2013
2053833	3240	1	29.2	Vajab renoveerimist	1945	Õie tn. 1 Kilingi-Nõmme Saarde vald Pärnumaa	2013
2053856	160000	5	155.8	NA	2012	Jõerahu 1 Vorbuse Tähtvere vald Tartumaa	2013
2053876	110000	3	NA	Vajab renoveerimist	1958	Rohula 51 Nõmme Tallinn Harjumaa	2013
2053877	24000	4	149.8	Valmis	1997	Kellukese põik 5 Tammiste Sauga vald Pärnumaa	2013
2053928	60000	4	NA	NA	1969	Ülesõidu 34 Keila Harjumaa	2013
2053955	223690	7	372.7	Renoveeritud	1996	Tanuma Rocca al Mare Haabersti Tallinn Harjumaa	2013
2053956	15000	3	246	Vajab renoveerimist	1928	Matsisauna Putkaste Martna vald Läänemaa	2013
2053969	220000	5	233	Valmis	2004	Tervise põik Keila Harjumaa	2013
2053976	139000	4	168.8	NA	1962	Tammekuru 7 Tammelinn Tartu Tartumaa	2013
2053977	235000	5	174	Uus	2002	Kose tee 28 Pirita Tallinn Harjumaa	2013
2053980	79999	4	120	Uus	2010	Telfo Aespa Kiisa Saku vald Harjumaa	2013
2053982	79999	4	120	Uus	2010	Telfo 12 Aespa Kiisa Saku vald Harjumaa	2013
2053986	189000	5	188.8	Renoveeritud	2000	 7 Harkujärve Harku vald Harjumaa	2013
2054007	85000	5	174.4	NA	2010	Tuuliku 22 Pohla Kernu vald Harjumaa	2013
2054033	250000	11	240	Renoveeritud	1936	Õie põik 1 Nõmme Tallinn Harjumaa	2013
2054041	80000	8	321	Renoveeritud	1924	Uus 19 Võru Võrumaa	2013
2054065	72500	4	214.4	Valmis	1981	Rohu Türi Türi vald Järvamaa	2013
2054067	169000	5	198	Renoveeritud	1987	Võru  Ropka Tartu Tartumaa	2013
2054069	12000	13	270.9	Vajab renoveerimist	1970	Aravete Ambla vald Järvamaa	2013
2054076	35000	3	72.4	Renoveeritud	1937	Nõlvaku Kõrtsialuse Aseri vald Ida-Virumaa	2013
2054077	150000	5	77.3	Renoveeritud	1960	Männiallee Jabara Lüganuse vald Ida-Virumaa	2013
2054078	28500	3	167.5	Vajab renoveerimist	1927	Sõpruse tn Tiheda Kasepää vald Jõgevamaa	2013
2054080	11000	2	47.3	Vajab renoveerimist	1960	Väike-Kareda Koigi vald Järvamaa	2013
2054085	109000	5	379	Valmis	1920	Künka 1 Rahkla Sõmeru vald Lääne-Virumaa	2013
2054090	127500	7	295	Renoveeritud	1908	Mustapali Viljandi vald Viljandimaa	2013
2054115	43000	NA	100	NA	2010	Kuljuse tee Nõmme Ridala vald Läänemaa	2013
2054116	50000	3	195.4	Valmis	1915	Viidase Saanika Ridala vald Läänemaa	2013
2054122	195000	5	180.5	Renoveeritud	2002	Kurvi tee 3 Haabneeme Viimsi vald Harjumaa	2013
2054137	138000	5	87.5	Vajab renoveerimist	1931	Rännaku pst. 53 Nõmme Tallinn Harjumaa	2013
2054138	165000	6	216	Vajab renoveerimist	1949	Püü 2a Kristiine Tallinn Harjumaa	2013
2054143	10900	3	120	Vajab renoveerimist	1940	Lühi . Päinurme Koigi vald Järvamaa	2013
2054213	4e+05	4	NA	Uus	2005	Pilliroo 81 Tallinn Harjumaa	2013
2054221	298000	6	214.8	Valmis	1986	Olevi 9 Nõmme Tallinn Harjumaa	2013
2054222	159900	5	124	Vajab renoveerimist	1939	Sisaski 52 Nõmme Tallinn Harjumaa	2013
2054227	28600	4	83.5	Valmis	1954	Kaasiku Kohtla-Nõmme Kohtla-Nõmme vald Ida-Virumaa	2013
2054234	245000	4	158.3	Valmis	2007	Lodumetsa tee 13 Pirita Tallinn Harjumaa	2013
2054235	199000	NA	1016	Vajab renoveerimist	1917	Kirna mõis Kirna Türi vald Järvamaa	2013
2054245	21000	4	133	Vajab renoveerimist	1987	Põllu 8 Hagudi Rapla vald Raplamaa	2013
2054250	9900	2	54.3	Valmis	1925	Künka Jõuga Iisaku vald Ida-Virumaa	2013
2054268	199990	7	414.8	Valmis	1987	Lepa tn 8 Haapsalu Läänemaa	2013
2054271	250000	5	159.9	Valmis	2010	Küti põik 7 Peetri Rae vald Harjumaa	2013
2054302	50000	10	NA	NA	1956	Pargi 6 Paldiski Harjumaa	2013
2054308	119000	4	170	Uus	2013	Kurma 22 Liikva Harku vald Harjumaa	2013
2054332	66000	3	228	Keskmine	2002	Kullioru Mäeselja Puhja vald Tartumaa	2013
2054335	127000	5	172	Renoveeritud	1970	Tööstuse Elva Tartumaa	2013
2054351	79000	5	235	Vajab san. remonti	1991	Käo tee Elva Tartumaa	2013
2054352	225000	6	256	Renoveeritud	1997	Raja tn. Tammelinn Tartu Tartumaa	2013
2054379	149000	3	110	Valmis	2006	 Kaberneeme Jõelähtme vald Harjumaa	2013
2054385	15990	1	20	Valmis	2008	Kõruse Kadaka Kõruse Kihelkonna vald Saaremaa	2013
2054386	15990	1	20	Valmis	2009	Kõruse Saare Kõruse Kihelkonna vald Saaremaa	2013
2054387	51200	NA	212.8	NA	1995	Tammese Kihelkonna vald Saaremaa	2013
2054388	77000	3	120	Valmis	1988	Kullaga Kambja vald Tartumaa	2013
2054389	87000	NA	149.4	Valmis	2002	Hallivariku Kullaga Kambja vald Tartumaa	2013
2054390	60000	7	160	NA	2008	Kõdu Haava Tartu vald Tartumaa	2013
2054428	153000	6	201.4	Valmis	1996	Oja tee 3 Uusküla Alajõe vald Ida-Virumaa	2013
2054431	239000	7	278.9	Uus	2007	Tõmmu Vahi Tartu vald Tartumaa	2013
2054435	229000	5	230	Valmis	2005	Tetra 2 Muraste Harku vald Harjumaa	2013
2054451	24900	2	88	Vajab renoveerimist	1990	Väljaotsa talu Veadla Vinni vald Lääne-Virumaa	2013
2054470	160000	5	155.8	NA	2012	Jõerahu 1 Tartu Tartumaa	2013
2054475	240000	6	157.4	NA	2004	Peipsi 88 Kasepää Peipsiääre vald Tartumaa	2013
2054505	0	NA	149.1	NA	1960	Ropka Tartu Tartumaa	2013
2054508	8050	NA	62.3	Vajab san. remonti	1920	Fr. R Kreutzwaldi tn 34 Antsla Antsla vald Võrumaa	2013
2054515	12500	2	52	Vajab renoveerimist	1939	Kõo Helbi Meremäe vald Võrumaa	2013
2054518	18000	NA	326.2	Vajab renoveerimist	1946	Arturi Leipste Saarde vald Pärnumaa	2013
2054521	109000	7	164	Renoveeritud	1953	Tallinna mnt Haapsalu Läänemaa	2013
2054529	160000	4	140	Valmis	1997	Koolimaja tee 21 Pulli Sauga vald Pärnumaa	2013
2054544	80000	5	NA	NA	1902	Mäealuste Järise Mustjala vald Saaremaa	2013
2054545	30000	5	203.5	NA	1922	Tergeme-Johani Anepesa Lääne-Saare vald Saaremaa	2013
2054547	195000	NA	449	Valmis	1906	Preedi Kauda Vara vald Tartumaa	2013
2054548	153000	6	164	Renoveeritud	1919	Kuusiku . Ridaküla Rapla vald Raplamaa	2013
2054550	18500	4	77	NA	1975	Rooli tee 1 Laadi Tahkuranna vald Pärnumaa	2013
2054553	80000	5	139.9	Vajab renoveerimist	1927	Männiku tee 63 Nõmme Tallinn Harjumaa	2013
2054568	42000	5	95.4	NA	1940	Lehe 10 Kukruse Kohtla-Järve Ida-Virumaa	2013
2054569	169000	4	115	NA	2008	Väike-Kaare 30 Pärnamäe Viimsi vald Harjumaa	2013
2054571	30000	4	NA	NA	1936	Kuivestu Kalda tee Nurme talu Loodna Märjamaa vald Raplamaa	2013
2054592	190000	6	208.4	Uus	2007	Sepapere Pikaliiva Haabersti Tallinn Harjumaa	2013
2054609	169000	4	133.9	Uus	2006	Linnase tee 26 Pärnamäe Viimsi vald Harjumaa	2013
2054621	145000	5	137.3	Uus	2013	Ploomi tn. 7 Viljandi Viljandimaa	2013
2054632	315000	5	210	Uus	2005	Andrekse tee Karla Rae vald Harjumaa	2013
2054633	87000	5	144.3	Valmis	2005	Kauritsa tee Viraksaare Paide vald Järvamaa	2013
2054634	18000	2	272	Valmis	1900	Vainu 1 Raudvere Sõmeru vald Lääne-Virumaa	2013
2054636	82446.03	5	191.3	Uus	2008	Mäeotsa tee Laadi Tahkuranna vald Pärnumaa	2013
2054640	110000	4	133	Uus	2012	Metsa Pinska Viljandi vald Viljandimaa	2013
2054655	23000	5	86.2	Valmis	1977	Kalda tn Tõrva Valgamaa	2013
2054657	47000	3	146	Valmis	1973	Tamme 3 Rakvere Lääne-Virumaa	2013
2054659	39400	4	194.3	Valmis	2013	Kanarbiku tn 16 Keila Harjumaa	2013
2054664	85000	4	NA	Keskmine	1982	Rehe 64 Viljandi Viljandimaa	2013
2054677	275000	4	175	NA	2007	Nõmme Tallinn Harjumaa	2013
2054678	16900	5	64.2	Vajab san. remonti	1932	Kruusa Purdi Paide vald Järvamaa	2013
2054682	31000	3	71.1	Vajab renoveerimist	1951	Eha tänav Rakvere Lääne-Virumaa	2013
2054796	169047	5	114	Renoveeritud	1920	Õle Põhja-Tallinn Tallinn Harjumaa	2013
2054837	194000	5	122	Keskmine	1930	Neeme 23 Põhja-Tallinn Tallinn Harjumaa	2013
2054848	36800	3	94.3	Vajab renoveerimist	1961	Vihma 13 Narva Ida-Virumaa	2013
2054866	223000	4	145	NA	1958	Liiva Nõmme Tallinn Harjumaa	2013
2054875	215000	3	200	NA	2008	Mäe tee 13 Lohusalu Keila vald Harjumaa	2013
2054879	234000	9	237	NA	2008	Salu tee Haabneeme Viimsi vald Harjumaa	2013
2054891	178500	4	132.9	NA	1998	Endla 29 Laulasmaa Keila vald Harjumaa	2013
2054893	169000	5	195	NA	1992	Halla 32 Haabersti Tallinn Harjumaa	2013
2054912	173400	4	103	Keskmine	2002	Kanarbiku Kelvingi Viimsi vald Harjumaa	2013
2054914	145000	3	89.9	NA	1960	Kandle 9A Nõmme Tallinn Harjumaa	2013
2054917	395000	6	320	NA	2007	Karutiigi Alliku Saue vald Harjumaa	2013
2054938	212000	7	198	Uus	2009	Liiva põik Lagedi Rae vald Harjumaa	2013
2054947	178900	4	147	Uus	2005	Mereääre 4 Muraste Harku vald Harjumaa	2013
2054963	142500	5	110	NA	1927	Niidi 30 Põhja-Tallinn Tallinn Harjumaa	2013
2054987	199000	5	161	NA	1954	Päikese pst 15 Nõmme Tallinn Harjumaa	2013
2054991	105500	5	425	NA	1901	Raadiojaama tee 24 Ülejõe Rae vald Harjumaa	2013
2054999	52000	2	46.9	NA	1959	Rauna põik 1 Saue Harjumaa	2013
2055008	320000	7	320	Uus	2006	Saare 4 Hüüru Saue vald Harjumaa	2013
2055011	190000	4	165.7	NA	1998	Sambla 3 Nõmme Tallinn Harjumaa	2013
2055021	33000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013
2055036	150000	6	205	NA	2001	Tooma tee 18 Männiku Saku vald Harjumaa	2013
2055038	165000	6	237	NA	2004	Tuka Muusika Kernu vald Harjumaa	2013
2055043	90000	4	86	Renoveeritud	1986	Tuuliku tee 2 Vaida Rae vald Harjumaa	2013
2055052	44000	3	NA	Vajab renoveerimist	1910	Valentini Tuulevälja Rae vald Harjumaa	2013
2055076	57000	3	54	NA	2005	Aruküla tee 4 Jüri Rae vald Harjumaa	2013
2055082	225000	7	182	Renoveeritud	1929	Peedu kinnistu Talila Pöide vald Saaremaa	2013
2055084	95000	5	137	NA	1986	Delfiin 77 Kiisa Saku vald Harjumaa	2013
2055133	88900	6	NA	Keskmine	1960	Tähe 4 Elva Tartumaa	2013
2055229	15900	5	121	Vajab renoveerimist	1936	Uue-Jaagu Järveküla Orissaare vald Saaremaa	2013
2055237	155000	5	139.3	Valmis	1960	Räitsaka Broneeritud Haabersti Tallinn Harjumaa	2013
2055244	25000	NA	439.9	NA	1920	Viljandi mnt 1 Suurejõe Vändra vald Pärnumaa	2013
2055266	85000	5	120	Uus	2012	Seljandiku tee 3b Kalmaküla Lohusuu vald Ida-Virumaa	2013
2055279	160000	5	214	Uus	2010	Vergi tee Võsu Vihula vald Lääne-Virumaa	2013
2055300	30500	5	98.9	NA	1936	Lai 5 Järva-Jaani Järva-Jaani vald Järvamaa	2013
2055316	56000	4	100	Keskmine	1981	Pääsusilma 106 Külitse Ülenurme vald Tartumaa	2013
2055399	126000	5	139	Uus	2013	Nõmme tee 2 Uusküla Jõelähtme vald Harjumaa	2013
2055410	105000	7	300	NA	2006	Pargitaguse 12 Pargitaguse Ahtme Kohtla-Järve Ida-Virumaa	2013
2055431	179000	5	300	Uus	2005	Mõisavahe tee 6 Jälgimäe Saku vald Harjumaa	2013
2055440	44550	3	72.1	NA	1978	Kapa 135 Aespa Kohila vald Raplamaa	2013
2055450	350000	6	206	NA	1997	Hiie põik 2/1 Pirita Tallinn Harjumaa	2013
2055452	202000	5	180	NA	1998	Hälli põik 14A Haabersti Tallinn Harjumaa	2013
2055484	230000	5	134.7	NA	2003	Palumetsa tee 3 Haabneeme Viimsi vald Harjumaa	2013
2055585	77000	5	118.5	San. remont tehtud	1964	Kärneri Elva Tartumaa	2013
2055587	83000	4	129	Renoveeritud	1955	Kiriku 27 Kallaste Tartumaa	2013
2055634	138000	4	119.1	Uus	2011	Spordi Keila Harjumaa	2013
2055635	19900	5	155.6	Vajab renoveerimist	1927	Petseri 13 Valga Valgamaa	2013
2055641	17000	NA	74	NA	1947	Nurme talu Hellamaa Pühalepa vald Hiiumaa	2013
2055643	93600	3	135	Uus	2010	Koidu 8 Valga Valgamaa	2013
2055653	120000	5	128.9	Uus	2008	Pohla 8 Koppelmaa Saue vald Harjumaa	2013
2055681	209000	5	270	Valmis	1967	Õhtu 12A Nõmme Tallinn Harjumaa	2013
2055682	209000	5	270	Valmis	1967	Õhtu 12A Nõmme Tallinn Harjumaa	2013
2055696	35990	4	80	NA	1974	Rebasemäe tee Hulja Kadrina vald Lääne-Virumaa	2013
2055707	19000	3	89.3	Vajab san. remonti	1960	Väike tn 14 Räpina Räpina vald Põlvamaa	2013
2055737	86900	3	77.4	Valmis	2008	Pesapaiga 4 Tartu Tartumaa	2013
2055755	2e+05	5	218	Uus	2004	Karukella 11 Laulasmaa Keila vald Harjumaa	2013
2055763	163000	4	170	NA	2007	Hellerheina tee Maardu Harjumaa	2013
2055764	189000	5	179	Uus	2008	Hundiaugu tee Maardu Harjumaa	2013
2055767	176000	4	161.3	NA	1985	Jasmiini tee 6 Pirita Tallinn Harjumaa	2013
2055778	95000	5	NA	NA	2011	Kuple Kõo Kõo vald Viljandimaa	2013
2055810	175000	5	231.5	Uus	2011	Kadaka tee 4 Aardla Haaslava vald Tartumaa	2013
2055830	13900	2	140.4	Vajab renoveerimist	1938	Tõngermaa Himmiste Lääne-Saare vald Saaremaa	2013
2055832	280800	8	NA	NA	1996	Tempo 32 Suurupi Harku vald Harjumaa	2013
2055849	155000	5	170	Uus	2007	Kreegipuu pst tel 58228708 Muuga aedlinn Maardu Harjumaa	2013
2055851	115900	5	136	Uus	2013	Paruni 40 Täiesti uus+5 tuba+garantii Ülenurme Ülenurme vald Tartumaa	2013
2055856	115000	5	220	Valmis	1998	Narva mnt. 142 Jõhvi Jõhvi vald Ida-Virumaa	2013
2055880	57000	NA	116.1	Valmis	1932	Seljamaa Tamba Varbla vald Pärnumaa	2013
2055881	125000	4	104	Valmis	2009	Luige 2 Kuressaare Saaremaa	2013
2055884	195000	NA	417	Vajab renoveerimist	1910	Tallinna 1 Paide Järvamaa	2013
2055889	19000	3	89.3	Vajab san. remonti	1960	Väike tn 14 Räpina Räpina vald Põlvamaa	2013
2055933	212000	4	300	Renoveeritud	2002	Jasmiini tee 14 Pirita Tallinn Harjumaa	2013
2055956	153500	6	208	Uus	2009	Hiie põik 1 Harku vald Harjumaa	2013
2055957	175000	6	240	NA	1960	Hõbekuuse tee 25 Pirita Tallinn Harjumaa	2013
2055958	210000	5	151	Uus	2003	Hommiku tee 11 Tabasalu Harku vald Harjumaa	2013
2055965	293990	5	354	NA	1994	Kaheküla tee 21 Haabersti Tallinn Harjumaa	2013
2055981	133900	4	137	Uus	2009	Kraavi tee 11 Ääsmäe Saue vald Harjumaa	2013
2055984	119000	4	110	Uus	2008	Kääri tee 29 Lähtse Kiili vald Harjumaa	2013
2055993	82500	4	120	Vajab san. remonti	1990	Maamõõtja 8 Saue Harjumaa	2013
2055997	149000	4	125	Uus	2006	Mõisaküla 32 Mõisaküla Kiili vald Harjumaa	2013
2056001	186000	5	217	Uus	2010	Nõlvaku 2 Muraste Harku vald Harjumaa	2013
2056003	254940	5	221	Renoveeritud	1962	Nõva 1 Nõmme Tallinn Harjumaa	2013
2056024	180000	4	175	Keskmine	1970	Ränduri 30 Nõmme Tallinn Harjumaa	2013
2056029	225000	5	191	NA	1970	Sihi 106A Nõmme Tallinn Harjumaa	2013
2056046	76000	4	150	NA	1993	Tuisu tee 3 Türisalu Harku vald Harjumaa	2013
2056047	270000	5	170	NA	1991	Tuuleveski 29 Haabersti Tallinn Harjumaa	2013
2056048	360000	6	290	NA	1958	Tähe 23 Nõmme Tallinn Harjumaa	2013
2056063	148000	4	127	NA	2003	Mesika põik 5 Pirita Tallinn Harjumaa	2013
2056070	101670	5	280	NA	2010	Põllu tn. 2 Raasiku Raasiku vald Harjumaa	2013
2056086	60000	4	NA	NA	1969	Ülesõidu 34 Keila Harjumaa	2013
2056124	75900	NA	193.9	Uus	2009	Merihundi tee 6 Viti Harku vald Harjumaa	2013
2056166	279000	6	270	Renoveeritud	1989	Pärnu mnt Nõmme Tallinn Harjumaa	2013
2056167	279000	6	270	Renoveeritud	1989	Pärnu mnt Nõmme Tallinn Harjumaa	2013
2056264	250000	11	240	Renoveeritud	1936	Õie põik 1 Nõmme Tallinn Harjumaa	2013
2056272	195000	5	257.6	NA	1999	Aasa tee 8 Püünsi Viimsi vald Harjumaa	2013
2056296	23000	3	113	Vajab renoveerimist	1959	Türi Türi vald Järvamaa	2013
2056311	230000	6	248	Valmis	1999	Karikakra tee 24 Püünsi Viimsi vald Harjumaa	2013
2056322	165000	5	290	NA	2002	Kasteheina Pärnu Pärnumaa	2013
2056327	104000	6	259.3	Valmis	1978	Mureli Viljandi Viljandimaa	2013
2056349	24900	17	476	Vajab renoveerimist	1800	Pikk 13-17 Paide Järvamaa	2013
2056386	24286.43	4	238	Valmis	1930	Kompuse 1 Väike-Maarja vald Lääne-Virumaa	2013
2056402	4e+05	5	200	Uus	2005	Silgu 4b Haabersti Tallinn Harjumaa	2013
2056405	40000	NA	152.6	NA	2006	Lillemäe tn 10 Lemmatsi Ülenurme vald Tartumaa	2013
2056408	15200	3	74	Valmis	1937	Sarapuu Metsapoole Häädemeeste vald Pärnumaa	2013
2056409	46000	NA	152.6	NA	2008	Lillemäe tn 24 Lemmatsi Ülenurme vald Tartumaa	2013
2056410	67700	3	161.9	NA	1969	Kalevi Türi Türi vald Järvamaa	2013
2056412	150000	4	171.3	Valmis	1972	Sõstra tee Haabneeme Viimsi vald Harjumaa	2013
2056422	990000	7	628.9	Valmis	1993	Metsa Nõmme Tallinn Harjumaa	2013
2056436	22000	3	77.8	Valmis	1987	Tiigi . Allika Varbla vald Pärnumaa	2013
2056440	165000	5	132	Valmis	1959	Kose tee 69 Pirita Tallinn Harjumaa	2013
2056445	270000	4	134	Valmis	1999	Vana-Rannamõisa tee 12a Haabersti Tallinn Harjumaa	2013
2056447	23000	NA	59.3	Valmis	1996	Martsa küla Martsa Toila vald Ida-Virumaa	2013
2056453	135000	6	NA	Renoveeritud	1996	 154 Ränilinn Tartu Tartumaa	2013
2056500	105000	8	277.3	Keskmine	1965	Järve tee Külitse Ülenurme vald Tartumaa	2013
2056511	60000	5	154	Keskmine	1986	Meeri Nõo vald Tartumaa	2013
2056521	33000	3	150	Uus	2008	Pihlaka 6 Hingu Kaasiku Kernu vald Harjumaa	2013
2056534	210000	5	205	NA	2003	Meremärgi tee 16A Püünsi Viimsi vald Harjumaa	2013
2056544	38000	NA	130	Uus	2002	Kelluke 21 Kabina Luunja vald Tartumaa	2013
2056575	490000	6	410.5	Uus	2008	 Kiruvere Kose vald Harjumaa	2013
2056577	240	3	74.2	Valmis	1900	Hobuse 4 Pärnu Pärnumaa	2013
2056599	230000	6	232.1	NA	1962	Kaunis 8  Pirita Tallinn Harjumaa	2013
2056630	51000	6	159	Renoveeritud	1993	Rahkla Laekvere vald Lääne-Virumaa	2013
2056639	13650	7	200	Vajab renoveerimist	1928	Võru 70 Valga Valgamaa	2013
2056649	189000	4	180.4	Vajab renoveerimist	1964	Mooni Kristiine Tallinn Harjumaa	2013
2056665	46620	4	62.3	Uus	1974	Ploomipuu pst. 80 Maardu Harjumaa	2013
2056676	30000	2	96.5	Renoveeritud	1925	Härgmäe Uuemaa Häädemeeste vald Pärnumaa	2013
2056722	165000	6	209.3	Vajab renoveerimist	1949	Püü 2A Kristiine Tallinn Harjumaa	2013
2056745	170000	4	130	Uus	2007	Väljaotsa tee 10B Järveküla Rae vald Harjumaa	2013
2056779	134000	4	85.6	Vajab renoveerimist	1957	Kaasiku 6A Nõmme Tallinn Harjumaa	2013
2056783	61000	4	100	Keskmine	1986	Piimapisara tee 11 Türisalu Harku vald Harjumaa	2013
2056868	2e+05	NA	166.9	NA	2012	Tulbi tee 13 Rae Rae vald Harjumaa	2013
2056869	190000	NA	150.4	NA	2012	Tulbi tee 14 Rae Rae vald Harjumaa	2013
2056870	268000	6	260	Uus	2005	Tombi 7 Tõrvandi Ülenurme vald Tartumaa	2013
2056873	192000	NA	144.7	NA	2012	Tulbi tee 28 Rae Rae vald Harjumaa	2013
2056874	220000	NA	174.2	NA	2012	Tulbi tee 30 Rae Rae vald Harjumaa	2013
2056875	240000	NA	195.5	NA	2012	Tulbi tee 34 Rae Rae vald Harjumaa	2013
2056878	220000	NA	174.2	NA	2012	Tulbi tee 36 Rae Rae vald Harjumaa	2013
2056879	220000	NA	182.1	NA	2012	Tulbi tee 40 Rae Rae vald Harjumaa	2013
2056973	110000	4	161.1	Valmis	1989	Jõe 4a Keila Harjumaa	2013
2057000	124999	4	159	Renoveeritud	1988	Põhja-Käesalu Laulasmaa Keila vald Harjumaa	2013
2057019	8e+05	6	356.5	Uus	2007	Vahtramäe tee Pirita Tallinn Harjumaa	2013
2057037	32000	3	85	Renoveeritud	1947	Aaveli maja Illuka Illuka vald Ida-Virumaa	2013
2057039	23000	2	201	Valmis	2011	Nurmsi Paide vald Järvamaa	2013
2057041	33000	3	148.7	Valmis	1970	Mäeküla Türi vald Järvamaa	2013
2057064	34500	3	85	NA	1961	6.Paemurru Narva Ida-Virumaa	2013
2057109	160000	6	170	Valmis	1998	Udu 6 Nõmme Tallinn Harjumaa	2013
2057121	138000	4	164	Uus	2007	Väljataguse küla Väljataguse Rapla vald Raplamaa	2013
2057180	268000	6	260	Uus	2005	Tombi 7 Tõrvandi Tartu Tartumaa	2013
2057201	0	3	163.1	Uus	2010	Mesilase tee 7 Kasemetsa Saku vald Harjumaa	2013
2057202	3e+05	23	675	Renoveeritud	2010	 Kursi Puurmani vald Jõgevamaa	2013
2057222	145000	3	89.9	NA	1960	Kandle 9A Nõmme Tallinn Harjumaa	2013
2057225	395000	6	320	NA	2007	Karutiigi Alliku Saue vald Harjumaa	2013
2057248	212000	7	198	Uus	2009	Liiva põik Lagedi Rae vald Harjumaa	2013
2057261	178900	4	147	Uus	2005	Mereääre 4 Muraste Harku vald Harjumaa	2013
2057266	142500	5	110	NA	1927	Niidi 30 Põhja-Tallinn Tallinn Harjumaa	2013
2057271	195000	5	147.2	Uus	2004	Kilde 5 Haabersti Tallinn Harjumaa	2013
2057295	105500	5	425	NA	1901	Raadiojaama tee 24 Ülejõe Rae vald Harjumaa	2013
2057298	199000	5	161	NA	1954	Päikese pst 15 Nõmme Tallinn Harjumaa	2013
2057304	52000	2	46.9	NA	1959	Rauna põik 1 Saue Harjumaa	2013
2057311	320000	7	320	Uus	2006	Saare 4 Hüüru Saue vald Harjumaa	2013
2057327	33000	5	120	NA	1959	Sputniku 19 Lelle Kehtna vald Raplamaa	2013
2057333	165000	6	237	NA	2004	Tuka Muusika Kernu vald Harjumaa	2013
2057334	150000	6	205	NA	2001	Tooma tee 18 Männiku Saku vald Harjumaa	2013
2057347	90000	4	86	Renoveeritud	1986	Tuuliku tee 2 Vaida Rae vald Harjumaa	2013
2057350	44000	3	NA	Vajab renoveerimist	1910	Valentini Tuulevälja Rae vald Harjumaa	2013
2057368	57000	3	54	NA	2005	Aruküla tee 4 Jüri Rae vald Harjumaa	2013
2057377	95000	5	137	NA	1986	Delfiin 77 Kiisa Saku vald Harjumaa	2013
2057385	190000	4	165.7	NA	1998	Sambla 3 Nõmme Tallinn Harjumaa	2013
2057394	178500	4	132.9	NA	1998	Endla 29 Laulasmaa Keila vald Harjumaa	2013
2057397	169000	5	195	NA	1992	Halla 32 Haabersti Tallinn Harjumaa	2013
2057400	173400	4	103	Keskmine	2002	Kanarbiku Kelvingi Viimsi vald Harjumaa	2013
2057471	589000	8	328	NA	2010	Ravi 10 Kesklinn Tallinn Harjumaa	2013
2057474	589000	8	328	NA	2010	Ravi 10 Kesklinn Tallinn Harjumaa	2013
2057481	15000	9	280.2	Valmis	1939	Tudulinna Tudulinna Tudulinna vald Ida-Virumaa	2013
2057484	59000	4	215	Valmis	1973	Vara Vara Vara vald Tartumaa	2013
2057487	59000	4	215	Valmis	1973	Vara Vara Vara vald Tartumaa	2013
2057489	26000	4	138	Valmis	1946	Rehemetsa Rehemetsa Vara vald Tartumaa	2013
2057509	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057510	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057512	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057513	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057514	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057515	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057516	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
2057517	60000	5	169.8	Vajab renoveerimist	1996	Nurme tee 1 Harku Harku vald Harjumaa	2013
